,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
195,195,0.03,2000.0,2.25,1,200000.0,0.5,2.0,2.0,0.0,,24838.0,12.419,2000.0,0.3344728933834631,0.0091086933089442,0.0096003208247233,60075115339321.34,5.979557804425904,74.26012837316529,359222624779025.25,0.0051201735224451,0.0031679673548022
196,196,0.03,2000.0,2.25,1,200000.0,0.5,2.0,1.0,0.12,,24846.0,12.423,2000.0,0.34168676600666,0.0107472398306347,0.0096459610927593,60094464760479.05,5.853314201700796,72.71572232772898,351751784026120.06,0.0051218226644122,0.0031689877162982
197,197,0.03,2000.0,2.25,1,200000.0,0.5,2.0,1.0,0.6,,24948.0,12.474,2000.0,0.3726074768937906,0.0105376454101737,0.0094671413411055,60341169880239.52,5.367578816916997,66.95517816222262,323885985237163.6,0.0051428492244931,0.0031819973253726
198,198,0.03,2000.0,2.25,1,200000.0,0.5,2.0,1.0,0.3,,24854.0,12.427,2000.0,0.3212329875832438,0.0099950901577988,0.0093594348814337,60113814181636.734,6.22601064432003,77.37063427696502,374269246965546.7,0.0051234718063793,0.0031700080777943
199,199,0.03,2000.0,2.25,1,200000.0,0.5,2.0,1.0,0.0,,25068.0,12.534,2000.0,0.32613462257018,0.0094778552254685,0.0095808531579314,60631411197604.79,6.132436918958598,76.86396434222708,371818304476751.4,0.005167586354,0.0031973027478131
200,200,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.5,0.12,,24921.0,12.4605,2000.0,0.3475986730700242,0.0098049249166575,0.009459774162822,60275865583832.33,5.753761895394512,71.69475009756331,346812978608175.94,0.005137283370354,0.0031785536053235
201,201,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.5,0.6,,24658.0,12.329,2000.0,0.3372799711601146,0.0108674923750414,0.0098217707211289,59639753363273.445,5.929791778387438,73.10840283573872,353651319158593.44,0.0050830678281847,0.0031450092211415
202,202,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.5,0.3,,24697.0,12.3485,2000.0,0.3510174112684581,0.0098922078656419,0.0097842284006611,59734081791417.17,5.697723063857936,70.35833325404971,340348255521333.94,0.0050911073952744,0.0031499834834346
203,203,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.5,0.0,,24888.0,12.444,2000.0,0.363404608359815,0.0109381212904275,0.0094013091011412,60196049221556.88,5.503507534003958,68.48564775314526,331289410408111.44,0.0051304806597396,0.0031743446141524
204,204,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.0,0.12,,24738.0,12.369,2000.0,0.3699389772393715,0.0105383330976354,0.0098201199376808,59833247574850.3,5.40629704640689,66.87048816700683,323476309640845.4,0.005099559247856,0.0031552128361018
205,205,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.0,0.6,,24829.0,12.4145,2000.0,0.3502604427631013,0.009410963736479,0.0095384519915987,60053347240518.96,5.7100367492903,70.88725122406443,342906819661254.44,0.0051183182377321,0.0031668194481192
206,206,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.0,0.3,,24582.0,12.291,2000.0,0.3488673524711885,0.0094036424339957,0.0095467173472324,59455933862275.45,5.732837956412593,70.46231132226718,340851234379609.5,0.0050674009794969,0.0031353157869292
207,207,0.03,2000.0,2.25,1,200000.0,0.5,2.0,0.0,0.0,,25074.0,12.537,2000.0,0.3243918501932512,0.011021339601685,0.0101228633903473,60645923263473.055,6.165383004562329,77.29540672819792,373905344584608.0,0.0051688232104754,0.0031980680189351
208,208,0.03,2000.0,2.25,1,200000.0,0.5,1.5,2.0,0.12,,24836.0,12.418,2000.0,0.3489790358671598,0.0103117494338192,0.0095816444851011,60070277984031.93,5.731003282275407,71.167598759296,344262960293683.1,0.0051197612369533,0.0031677122644282
209,209,0.03,2000.0,2.25,1,200000.0,0.5,1.5,2.0,0.6,,24857.0,12.4285,2000.0,0.3370508455031995,0.010191979970646,0.0096740877996423,60121070214570.87,5.933822824310389,73.74851697194168,356747778661188.1,0.005124090234617,0.0031703907133553
210,210,0.03,2000.0,2.25,1,200000.0,0.5,1.5,2.0,0.3,,24891.0,12.4455,2000.0,0.3501226171408689,0.0105250420196238,0.0094646080986607,60203305254491.016,5.712284502875508,71.09223678053712,343898407627112.6,0.0051310990879773,0.0031747272497134
211,211,0.03,2000.0,2.25,1,200000.0,0.5,1.5,2.0,0.0,,24861.0,12.4305,2000.0,0.3342106407699248,0.0094730028874926,0.0095787885167666,60130744925149.695,5.984249919130575,74.38721861975262,359837405455588.25,0.0051249148056006,0.0031709008941033
212,212,0.03,2000.0,2.25,1,200000.0,0.5,1.5,1.0,0.12,,25289.0,12.6445,2000.0,0.3117180038968854,0.0100860899504244,0.0098693134269787,61165938957085.83,6.416055457167591,81.1278132281556,392444056438390.3,0.005213143900842,0.0032254902341409
213,213,0.03,2000.0,2.25,1,200000.0,0.5,1.5,1.0,0.6,,24845.0,12.4225,2000.0,0.3321397002146113,0.010106457305593,0.0096350704694699,60092046082834.32,6.021562609672087,74.8028615186515,361848017831087.2,0.0051216165216663,0.0031688601711112
214,214,0.03,2000.0,2.25,1,200000.0,0.5,1.5,1.0,0.3,,24954.0,12.477,2000.0,0.3257871239666201,0.0103608192702464,0.0097596799902554,60355681946107.78,6.138978040780145,76.59602901481388,370522206103466.3,0.0051440860809685,0.0031827625964946
215,215,0.03,2000.0,2.25,1,200000.0,0.5,1.5,1.0,0.0,,24984.0,12.492,2000.0,0.3175638430500385,0.0108004117747116,0.0096306403308669,60428242275449.1,6.29794620442624,78.67394398569259,380573819078813.94,0.0051502703633452,0.0031865889521048
216,216,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.5,0.12,,24798.0,12.399,2000.0,0.336390130783684,0.0098331221661453,0.0100033557337276,59978368233532.93,5.945477637351083,73.7179772255161,356600047057278.6,0.0051119278126094,0.003162865547322
217,217,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.5,0.6,,24827.0,12.4135,2000.0,0.3512320581551194,0.0106630475958249,0.009467763510229,60048509885229.54,5.6942410396852585,70.68546114613295,341930689360419.94,0.0051179059522403,0.0031665643577451
218,218,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.5,0.3,,24791.0,12.3955,2000.0,0.3175585874134867,0.0091402254437885,0.0095822778091859,59961437490019.95,6.298050436267496,78.06748418275374,377640157543246.4,0.0051104848133882,0.003161972731013
219,219,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.5,0.0,,24714.0,12.357,2000.0,0.3352600335933857,0.010545748657763,0.0100254169939101,59775199311377.24,5.965518700704018,73.71591458459955,356590069330330.9,0.0050946118219546,0.0031521517516137
220,220,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.0,0.12,,24781.0,12.3905,2000.0,0.3362823752163422,0.0110428041698932,0.0096363834705765,59937250713572.84,5.947382757461881,73.69104605633143,356469771423572.94,0.0051084233859293,0.003160697279143
221,221,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.0,0.6,,24652.0,12.326,2000.0,0.3344723378068011,0.0108009804539443,0.0098248684217047,59625241297405.18,5.97956773679516,73.70415192373714,356533169160590.44,0.0050818309717093,0.0031442439500195
222,222,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.0,0.3,,24733.0,12.3665,2000.0,0.3316319230143563,0.0106221236173133,0.0094770934676976,59821154186626.74,6.030782506765552,74.5796718699162,360768370203233.4,0.0050985285341265,0.0031545751101668
223,223,0.03,2000.0,2.25,1,200000.0,0.5,1.5,0.0,0.0,,24889.0,12.4445,2000.0,0.3305649360822826,0.0103234179892128,0.0095449355861386,60198467899201.59,6.050248473728531,75.2923171313147,364215688527940.4,0.0051306868024855,0.0031744721593394
224,224,0.03,2000.0,2.25,1,200000.0,0.5,0.0,2.0,0.12,,24730.0,12.365,2000.0,0.3355234775099234,0.0105355940375879,0.0096150473873608,59813898153692.61,5.96083473753591,73.70572152963153,356540761901965.94,0.0050979101058888,0.0031541924746058
225,225,0.03,2000.0,2.25,1,200000.0,0.5,0.0,2.0,0.6,,25015.0,12.5075,2000.0,0.3243823019281535,0.0096578464241562,0.0097276787399354,60503221282435.125,6.165564483980306,77.11579778338367,373036512305383.4,0.0051566607884678,0.0031905428529019
226,226,0.03,2000.0,2.25,1,200000.0,0.5,0.0,2.0,0.3,,24889.0,12.4445,2000.0,0.3295434354240569,0.0094107254197304,0.009668311022719,60198467899201.59,6.069002701954592,75.5257041244739,365344664333781.2,0.0051306868024855,0.0031744721593394
227,227,0.03,2000.0,2.25,1,200000.0,0.5,0.0,2.0,0.0,,24761.0,12.3805,2000.0,0.3527671058889154,0.0101464825281581,0.0094871469777109,59888877160678.64,5.669462845636717,70.19078476040538,339537763929368.94,0.0051043005310115,0.0031581463754029
228,228,0.03,2000.0,2.25,1,200000.0,0.5,0.0,1.0,0.12,,24911.0,12.4555,2000.0,0.3493056039624207,0.0106112965638005,0.0099064814579858,60251678807385.234,5.725645329798848,71.31577540530955,344979743376045.44,0.0051352219428951,0.0031772781534535
229,229,0.03,2000.0,2.25,1,200000.0,0.5,0.0,1.0,0.6,,24959.0,12.4795,2000.0,0.3395089872301469,0.0098715658745945,0.0098731407405391,60367775334331.336,5.890860257682183,73.5149905857448,355618128561699.2,0.0051451167946979,0.0031834003224297
230,230,0.03,2000.0,2.25,1,200000.0,0.5,0.0,1.0,0.3,,24635.0,12.3175,2000.0,0.3596569327241923,0.0113394217236142,0.0096173447645868,59584123777445.11,5.56085485368282,68.49582966023813,331338663910243.5,0.0050783265450292,0.0031420756818404
231,231,0.03,2000.0,2.25,1,200000.0,0.5,0.0,1.0,0.0,,24917.0,12.4585,2000.0,0.3206843871432738,0.0103671980089819,0.009721749989587,60266190873253.49,6.236661590595146,77.69944842642964,375859837830695.8,0.0051364587993705,0.0031780434245755
232,232,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.5,0.12,,24722.0,12.361,2000.0,0.3274530723101634,0.0105014902051506,0.0098152651347851,59794548732534.93,6.107745411854316,75.4978410359312,365209880675039.5,0.0050962609639217,0.0031531721131097
233,233,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.5,0.6,,24773.0,12.3865,2000.0,0.3246427676967869,0.0110275879883019,0.0095512117979878,59917901292415.17,6.160617758988489,76.30849187171091,369131286783372.25,0.0051067742439621,0.0031596769176469
234,234,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.5,0.3,,24876.0,12.438,2000.0,0.3466035095050301,0.011283390891671,0.0095775039871211,60167025089820.36,5.770282022983886,71.77076780187357,347180703252210.9,0.0051280069467889,0.0031728140719083
235,235,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.5,0.0,,24970.0,12.485,2000.0,0.3550549272401895,0.0105301042787576,0.0094926922970401,60394380788423.15,5.632931263750718,70.32714682792772,340197395697974.5,0.0051473843649027,0.0031848033194867
236,236,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.12,,24879.0,12.4395,2000.0,0.359807392329003,0.0103369709695144,0.0098783210203847,60174281122754.49,5.5585294872742,69.14532755694741,334480515996358.06,0.0051286253750266,0.0031731967074694
237,237,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.6,,25143.0,12.5715,2000.0,0.3291642358631179,0.0091474582069724,0.0095464437469857,60812812020958.08,6.07599423660259,76.38436154544945,369498295350937.94,0.0051830470599419,0.0032068686368384
238,238,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.3,,25091.0,12.5455,2000.0,0.358198313212597,0.0111047391212204,0.0096119863397987,60687040783433.13,5.583499213222048,70.04778937947721,338846044467073.25,0.0051723276371555,0.0032002362871142
239,239,0.03,2000.0,2.25,1,200000.0,0.5,0.0,0.0,0.0,,24801.0,12.4005,2000.0,0.3187399684231877,0.0107388961175621,0.0095226406654947,59985624266467.06,6.274707279084061,77.80950761428191,376392233225202.4,0.0051125462408471,0.003163248182883
240,240,0.03,2000.0,2.25,1,200000.0,0.0,2.0,2.0,0.12,,25102.0,12.551000000000002,2000.0,0.3584274274066956,0.0086647721969175,0.0096386931306928,60713646237524.95,5.579930125522082,70.03370300542765,338777903671055.9,0.0051745952073603,0.0032016392841712
241,241,0.03,2000.0,2.25,1,200000.0,0.0,2.0,2.0,0.6,,24986.0,12.493,2000.0,0.329880431293077,0.0085699046912771,0.0093808194482749,60433079630738.52,6.062802792394594,75.74259528538566,366393843938246.4,0.005150682648837,0.0031868440424788
242,242,0.03,2000.0,2.25,1,200000.0,0.0,2.0,2.0,0.3,,25009.0,12.504499999999998,2000.0,0.3192697045319619,0.0086202941344883,0.0094780500214452,60488709216566.86,6.264296209788928,78.33189195530565,378919191880364.4,0.0051554239319925,0.0031897775817799
243,243,0.03,2000.0,2.25,1,200000.0,0.0,2.0,2.0,0.0,,24728.0,12.364,2000.0,0.3493136309630245,0.0084205628757907,0.0096141125625654,59809060798403.2,5.725513758183985,70.7902521061868,342437600465319.94,0.005097497820397,0.0031539373842318
244,244,0.03,2000.0,2.25,1,200000.0,0.0,2.0,1.0,0.12,,24901.0,12.4505,2000.0,0.3589208867053912,0.0086811829132504,0.0096870944936064,60227492030938.125,5.572258606509117,69.37740578034176,335603160817854.2,0.0051331605154362,0.0031760027015834
245,245,0.03,2000.0,2.25,1,200000.0,0.0,2.0,1.0,0.6,,24884.0,12.442,2000.0,0.3149315543844295,0.0090070999019812,0.0097540319246294,60186374510978.05,6.350586253286792,79.01399416339427,382218762604587.75,0.0051296560887561,0.0031738344334044
246,246,0.03,2000.0,2.25,1,200000.0,0.0,2.0,1.0,0.3,,24521.0,12.2605,2000.0,0.3382437466434567,0.0087091633298578,0.0095492568515966,59308394525948.1,5.912895714545769,72.4950579081884,350684351829068.3,0.0050548262719976,0.003127535530522
247,247,0.03,2000.0,2.25,1,200000.0,0.0,2.0,1.0,0.0,,25035.0,12.5175,2000.0,0.3453492854825981,0.0086520874117506,0.0095922187264061,60551594835329.34,5.791238274042349,72.4918250953251,350668713564664.3,0.0051607836433856,0.003193093756642
248,248,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.5,0.12,,25097.0,12.5485,2000.0,0.3272678291032207,0.0084982778038053,0.0096780121846171,60701552849301.4,6.11120257521309,76.68642551506147,370959486092084.2,0.0051735644936309,0.0032010015582362
249,249,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.5,0.6,,24758.0,12.379,2000.0,0.3442560473331468,0.0092461027370635,0.0096379598509273,59881621127744.51,5.809629243969505,71.9174004110985,347890017280046.6,0.0051036821027738,0.0031577637398419
250,250,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.5,0.3,,24853.0,12.4265,2000.0,0.3217117826300182,0.0087514196812522,0.0096516934690882,60111395503992.02,6.216744639098539,77.252377257758,373697195748174.4,0.0051232656636334,0.0031698805326073
251,251,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.5,0.0,,25040.0,12.52,2000.0,0.3298028107235495,0.0093889389975025,0.009682424397571,60563688223552.9,6.064229700202461,75.92415584653482,367272116879071.5,0.0051618143571151,0.003193731482577
252,252,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.0,0.12,,24731.0,12.3655,2000.0,0.3281484915207784,0.0081734655096938,0.0097162741764708,59816316831337.33,6.094801748839854,75.36527102527921,364568592432793.5,0.0050981162486347,0.0031543200197928
253,253,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.0,0.6,,24772.0,12.386,2000.0,0.3399367003967199,0.0087206744703225,0.0093593799270054,59915482614770.45,5.883448293949781,72.87239056886199,352509643971049.0,0.0051065681012163,0.0031595493724599
254,254,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.0,0.3,,24870.0,12.435,2000.0,0.3492337321624745,0.0090382556828797,0.009651761573774,60152513023952.09,5.726823659375312,71.213052204332,344482834756450.44,0.0051267700903136,0.0031720488007863
255,255,0.03,2000.0,2.25,1,200000.0,0.0,2.0,0.0,0.0,,25236.0,12.618,2000.0,0.3441847733574832,0.0084377703091414,0.0097058174092918,61037749041916.16,5.810832305247638,73.3210820276147,354680123972364.5,0.0052022183353098,0.0032187303392297
256,256,0.03,2000.0,2.25,1,200000.0,0.0,1.5,2.0,0.12,,24694.0,12.347,2000.0,0.3263362577733915,0.0091493770706436,0.009414356143917,59726825758483.03,6.128647835965576,75.67041483066696,366044681433820.06,0.0050904889670367,0.0031496008478736
257,257,0.03,2000.0,2.25,1,200000.0,0.0,1.5,2.0,0.6,,25032.0,12.516,2000.0,0.3245084563827731,0.0086474170077334,0.0099661702339239,60544338802395.2,6.163167586735876,77.13820551558621,373144906467277.25,0.005160165215148,0.0031927111210809
258,258,0.03,2000.0,2.25,1,200000.0,0.0,1.5,2.0,0.3,,24827.0,12.4135,2000.0,0.3608581105872872,0.008282635588032,0.009535059529324,60048509885229.54,5.542344598393679,68.79989467215992,332809534403991.3,0.0051179059522403,0.0031665643577451
259,259,0.03,2000.0,2.25,1,200000.0,0.0,1.5,2.0,0.0,,24979.0,12.4895,2000.0,0.3380226459171354,0.0091923004473212,0.0098866937001001,60416148887225.56,5.9167633416202845,73.89741575516655,357468054977809.3,0.0051492396496157,0.0031859512261697
260,260,0.03,2000.0,2.25,1,200000.0,0.0,1.5,1.0,0.12,,24736.0,12.368,2000.0,0.3235791819099631,0.0079798108240701,0.0097270456638145,59828410219560.88,6.180867348124101,76.44496736159888,369791467216258.06,0.0050991469623642,0.0031549577457278
261,261,0.03,2000.0,2.25,1,200000.0,0.0,1.5,1.0,0.6,,24771.0,12.3855,2000.0,0.3367425300330069,0.0091696678839816,0.0092095110054843,59913063937125.75,5.939255726931681,73.56065180591234,355839008106598.1,0.0051063619584704,0.0031594218272729
262,262,0.03,2000.0,2.25,1,200000.0,0.0,1.5,1.0,0.3,,25042.0,12.521,2000.0,0.3441610135223527,0.0084078734748635,0.0095881208868439,60568525578842.31,5.81123346752959,72.76245424693799,351977842922690.44,0.0051622266426069,0.003193986572951
263,263,0.03,2000.0,2.25,1,200000.0,0.0,1.5,1.0,0.0,,24796.0,12.398,2000.0,0.3231432219633916,0.0080818080991949,0.0094454454972885,59973530878243.52,6.189206098299586,76.73377720671827,371188543048183.3,0.0051115155271176,0.003162610456948
264,264,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.5,0.12,,24863.0,12.4315,2000.0,0.3510961029728605,0.0087007208429911,0.0097736570074514,60135582280439.12,5.696446024507992,70.8153687536711,342559098612880.7,0.0051253270910924,0.0031711559844773
265,265,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.5,0.6,,24973.0,12.4865,2000.0,0.3378778754890845,0.0091135859113727,0.0094380420351781,60401636821357.28,5.919298495366004,73.9113206623876,357535317954303.94,0.0051480027931404,0.0031851859550477
266,266,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.5,0.3,,24791.0,12.3955,2000.0,0.3184789965966956,0.008689164709818,0.0097395230707385,59961437490019.95,6.279848973942512,77.84186795650442,376548771697819.9,0.0051104848133882,0.003161972731013
267,267,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.5,0.0,,24879.0,12.4395,2000.0,0.3714091097679102,0.009012870217936,0.0096388383929684,60174281122754.49,5.384897535899913,66.98543289782697,324032338142469.3,0.0051286253750266,0.0031731967074694
268,268,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.0,0.12,,24900.0,12.45,2000.0,0.3380998097104566,0.0077670180801269,0.009634380359631,60225073353293.41,5.915412971432219,73.64689149433113,356256180119528.75,0.0051329543726903,0.0031758751563964
269,269,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.0,0.6,,24988.0,12.494,2000.0,0.3450924349069737,0.0086015182169228,0.0096558808082549,60437916986027.94,5.795548663763488,72.40958500506102,350270889029022.8,0.0051510949343288,0.0031870991328528
270,270,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.0,0.3,,25089.0,12.5445,2000.0,0.3269008858869711,0.0088052751931101,0.0094798269813281,60682203428143.71,6.118062343494285,76.74803306796404,371257503713985.8,0.0051719153516638,0.0031999811967402
271,271,0.03,2000.0,2.25,1,200000.0,0.0,1.5,0.0,0.0,,24746.0,12.373,2000.0,0.3193790991199421,0.0084200736324267,0.0094773968382136,59852596996007.984,6.262150546203728,77.48158870817873,374805972970263.0,0.0051012083898231,0.0031562331975978
272,272,0.03,2000.0,2.25,1,200000.0,0.0,0.0,2.0,0.12,,24674.0,12.337,2000.0,0.3099045401338571,0.0092118678458627,0.0098704512135778,59678452205588.82,6.453600192937281,79.61806558026724,385140870668186.3,0.0050863661121189,0.0031470499441336
273,273,0.03,2000.0,2.25,1,200000.0,0.0,0.0,2.0,0.6,,24786.0,12.393,2000.0,0.3439558555135136,0.0081360611203448,0.009708930419138,59949344101796.414,5.814699671311229,72.06157302656005,348587431444039.4,0.0051094540996587,0.003161335005078
274,274,0.03,2000.0,2.25,1,200000.0,0.0,0.0,2.0,0.3,,24924.0,12.462,2000.0,0.3429773023231064,0.0085250598441159,0.0096773534484073,60283121616766.46,5.831289669763257,72.66953186458971,351528344344932.4,0.0051379017985917,0.0031789362408845
275,275,0.03,2000.0,2.25,1,200000.0,0.0,0.0,2.0,0.0,,25037.0,12.5185,2000.0,0.3407468835830514,0.0083386607638712,0.0099377507608698,60556432190618.76,5.869459403324325,73.47682754051556,355433520352999.1,0.0051611959288774,0.003193348847016
276,276,0.03,2000.0,2.25,1,200000.0,0.0,0.0,1.0,0.12,,24955.0,12.4775,2000.0,0.3644226416563469,0.0088463292880293,0.0097249712069095,60358100623752.49,5.488133204099908,68.47818205415659,331253296169619.4,0.0051442922237143,0.0031828901416816
277,277,0.03,2000.0,2.25,1,200000.0,0.0,0.0,1.0,0.6,,24729.0,12.3645,2000.0,0.3302334301033625,0.0093045256727684,0.0094927958081134,59811479476047.9,6.056322036730211,74.88339382315068,362237581200225.6,0.0050977039631429,0.0031540649294188
278,278,0.03,2000.0,2.25,1,200000.0,0.0,0.0,1.0,0.3,,24832.0,12.416,2000.0,0.3543339567386283,0.008017037835558,0.0094533830297028,60060603273453.09,5.644392703449769,70.08077980603234,339005630881470.0,0.0051189366659697,0.0031672020836802
279,279,0.03,2000.0,2.25,1,200000.0,0.0,0.0,1.0,0.0,,24948.0,12.474,2000.0,0.3239754057301525,0.008149946121634,0.0096419135329483,60341169880239.52,6.1733081111282,77.00584537821317,372504633456647.3,0.0051428492244931,0.0031819973253726
280,280,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.5,0.12,,24778.0,12.389,2000.0,0.3439069191067574,0.0085970003410835,0.0096674659670002,59929994680638.72,5.815527076904054,72.04856495576432,348524506783970.44,0.0051078049576916,0.003160314643582
281,281,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.5,0.6,,25003.0,12.501499999999998,2000.0,0.3623576970198883,0.0085818994587176,0.0093807042682593,60474197150698.59,5.519408077842565,69.00088008514881,333781772254609.6,0.0051541870755171,0.0031890123106578
282,282,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.5,0.3,,24814.0,12.407,2000.0,0.336429535064326,0.0092273256542785,0.0095238388161286,60017067075848.31,5.944781273789163,73.75690126390214,356788336460251.1,0.0051152260965437,0.0031649062703141
283,283,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.5,0.0,,24755.0,12.3775,2000.0,0.3456744607983637,0.0088954882351315,0.0095893632169488,59874365094810.375,5.785790467079445,71.61362150627582,346420530787988.1,0.0051030636745361,0.0031573811042809
284,284,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.12,,24708.0,12.354,2000.0,0.3398096241933217,0.0094967505554406,0.0096917791929956,59760687245508.98,5.885648485524284,72.711301390167,351730398380420.3,0.0050933749654792,0.0031513864804917
285,285,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.6,,24838.0,12.419,2000.0,0.3176443015831864,0.0086298788492871,0.0094896809905062,60075115339321.34,6.296350949888609,78.19438244666664,378254009531403.7,0.0051201735224451,0.0031679673548022
286,286,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.3,,24626.0,12.313,2000.0,0.339770992641661,0.0087776949046805,0.0095930197658067,59562355678642.71,5.8863176766513945,72.47822955260862,350602947094192.1,0.0050764712603161,0.0031409277751574
287,287,0.03,2000.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,,25031.0,12.5155,2000.0,0.3101525022966598,0.0089531924086586,0.0099601609323199,60541920124750.49,6.448440638686213,80.70545881347729,390400978076535.75,0.0051599590724021,0.0031925835758939
